view,part,date,old_name,new_name,class_id,new_id,train,train_idx_aligned
left,,20Jan2016,3897_Stasny left side_20Jan2016.jpg,1124.jpg,94,416,True,333
right,,24Aug2016,3756_Sasha I right side_24Aug2016.jpg,1125.jpg,327,195,True,150
left,,Feb2010,264_Anemone I left head_Feb2010.jpg,1126.jpg,204,106,True,81
left,,Feb2008,579_BHE II left side_Feb2008.jpg,1127.jpg,123,26,True,19
right,,24Aug2016,3819_Sheena III right side_24Aug2016.jpg,1128.jpg,277,161,False,-1
right,,Nov2010,2559_Lucrece I right side_Nov2010.jpg,1129.jpg,279,163,True,129
right,,Nov2003,2655_Malcolm right_Nov2003.jpg,1131.jpg,392,244,True,194
left,,Dec2004,579_BHE II left_Dec2004.jpg,1132.jpg,123,26,True,19
left,,17Jan2016,3897_Stasny left side_17Jan2016.jpg,1133.jpg,94,416,True,333
left,,Apr2009,2090_Juno I left side_Apr2009.jpg,1135.jpg,212,114,True,89
left,,18Dec2014,1356_Fabula I left side_18Dec2014.jpg,1136.jpg,257,147,True,117
right,,Apr2011,3817_Sheena III rightside_Apr2011.jpg,1137.jpg,539,372,True,298
left,,Aug2006,1799_Hulweh left_Aug2006.jpg,1138.jpg,6,386,True,310
left,,12Dec2014,2353_Latona I left side_12Dec2014.jpg,1139.jpg,194,94,True,71
right,,Apr2011,992_Cybele I right side_Apr2011.jpg,1140.jpg,461,304,True,247
left,,Apr2011,3410_Phaedra I leftside_Apr2011.jpg,1141.jpg,198,98,True,73
left,,Jan2011,1100_Dinko leftside_Jan2011.jpg,1142.jpg,136,39,True,26
right,,,24_7th Tuskless III right.jpg,1143.jpg,495,335,True,274
left,,15Jan2016,4330_Yetta I left ear_15Jan2016.jpg,1145.jpg,235,131,True,103
right,,May2009,1229_Elma II 2 right_May2009.jpg,1147.jpg,393,245,True,195
left,,Feb2010,1456_Gabbie II left_Feb2010.jpg,1148.jpg,50,340,True,277
left,,3Sep2015,1009_Cyrille I left head_3Sep2015.jpg,1149.jpg,182,84,False,-1
right,,Sep2010,348_April II right_Sep2010.jpg,1150.jpg,307,184,True,141
left,,Jan2009,2999_Miura left head_Jan2009.jpg,1152.jpg,142,46,True,31
left,,12Feb2015,134_Alicia I left head_12Feb2015.jpg,1153.jpg,239,134,True,106
right,,22Feb2015,3410_Phaedra I right side_22Feb2015.jpg,1155.jpg,474,316,True,258
left,,11Apr2016,2791_Maureen I left side_11Apr2016.jpg,1156.jpg,37,223,True,175
left,,14Nov2014,2367_Laverne I left head_14Nov2014.jpg,1157.jpg,18,81,True,60
right,,Jan2010,2764_Masha I right_Jan2010.jpg,1158.jpg,510,348,False,-1
left,,19Apr2016,379_Ariel IV left side_19Apr2016.jpg,1159.jpg,275,159,True,126
left,,Sep2003,3012_Mokoko left_Sep2003.jpg,1160.jpg,89,410,False,-1
left,,Jan2009,2999_Miura left side_Jan2009.jpg,1161.jpg,142,46,True,31
right,,Sep2004,1123_Dorcas I right_Sep2004.jpg,1162.jpg,448,291,True,236
left,,Apr2003,2991_Miss L left_Apr2003.jpg,1163.jpg,187,88,True,66
right,,Feb2003,1223_Eli right_Feb2003.jpg,1164.jpg,424,274,True,222
right,,20Jan2015,4083_Thekla I right_20Jan2015.jpg,1165.jpg,357,212,True,165
right,,Nov2010,134_Alicia I right head_Nov2010.jpg,1166.jpg,515,350,False,-1
left,,Nov2010,2585_Luther left side_Nov2010.jpg,1167.jpg,111,14,False,-1
left,,3Feb2015,4339_Ysole I left head_3Feb2015.jpg,1168.jpg,20,101,True,76
left,,Sep2003,134_Alicia I left_Sep2003.jpg,1169.jpg,239,134,True,106
right,,Apr2008,1638_Gustave I right side_Apr2008.jpg,1170.jpg,328,196,True,151
left,,Dec2009,1867_Ishmael left side_Dec2009.jpg,1171.jpg,98,420,False,-1
left,,Apr2011,568_Bette I left side_Apr2011.jpg,1172.jpg,27,156,False,-1
right,,Feb2010,3809_Sharif right_Feb2010.jpg,1173.jpg,364,217,True,170
left,,May2010,5137_Munshi leftside_May2010.jpg,1174.jpg,160,63,True,45
left,,7Oct2016,1437_Frankie left head_7Oct2016.jpg,1175.jpg,153,56,True,39
right,,12Feb2015,134_Alicia I right head_12Feb2015.jpg,1177.jpg,515,350,False,-1
left,,Jan2007,276_Basil left head_Jan2007.jpg,1179.jpg,95,417,True,334
left,,22Feb2015,2073_June III left head_22Feb2015.jpg,1180.jpg,9,411,True,329
left,,Feb2010,1772_Hortense left side_Feb2010.jpg,1181.jpg,178,79,False,-1
right,,17Jan2016,3897_Stasny right head_17Jan2016.jpg,1182.jpg,370,224,True,176
right,,March2003,15_4th Tuskless VI right side_March2003.jpg,1184.jpg,478,320,True,262
right,,10Sep2015,3917_Stephanie II right head_10Sep2015.jpg,1185.jpg,459,302,True,245
left,,Feb2003,1945_Jayme I left_Feb2003.jpg,1186.jpg,253,144,True,114
left,,DEc2004,5061_Ibrahim left head_DEc2004.jpg,1187.jpg,119,21,True,16
left,,13Nov2015,3470_Pom left head_13Nov2015.jpg,1188.jpg,97,419,True,335
right,,16June2016,951_Creusa I right head_16June2016.jpg,1189.jpg,491,332,False,-1
left,,,818_Chelsea II left side.jpg,1190.jpg,2,100,True,75
right,,Nov2010,1152_Dryope I rightside_Nov2010.jpg,1194.jpg,541,375,True,300
left,,Jan2008,2353_Latona I left side_Jan2008.jpg,1195.jpg,194,94,True,71
left,,27Jan2015,4109_Tibbie I left head_27Jan2015.jpg,1196.jpg,32,191,True,147
right,,29Dec2014,1017_Dana I right head_29Dec2014.jpg,1197.jpg,290,170,True,133
left,,Nov2010,2585_Luther leftside_Nov2010.jpg,1198.jpg,111,14,False,-1
left,,9Feb2016,3414_Phaedra IV left side_9Feb2016.jpg,1199.jpg,273,157,True,124
right,,May2008,102_Ailanthie II right side_May2008.jpg,1200.jpg,490,331,True,271
right,,7Jan2015,2164_Kepler right side_7Jan2015.jpg,1201.jpg,433,278,True,226
left,head,May2011,796_Chacha I lefthead_May2011.jpg,1202.jpg,79,403,True,325
right,,Apr2009,102_Ailanthie II right_Apr2009.jpg,1203.jpg,490,331,True,271
left,,29Jan2015,1867_Ishmael left side_29Jan2015.jpg,1204.jpg,98,420,False,-1
left,,Sep2009,386_Armstrong left_Sep2009.jpg,1206.jpg,103,5,True,4
left,,14Sep2015,1146_Dourou left side_14Sep2015.jpg,1207.jpg,129,32,True,23
right,,Oct2002,951_Creusa I right head_Oct2002.jpg,1208.jpg,491,332,False,-1
right,,7Mar2015,1002_Cynthia I right side_7Mar2015.jpg,1209.jpg,340,205,True,158
right,,Sep2004,405_Asterix right_Sep2004.jpg,1210.jpg,406,258,True,207
right,,Mar2010,35_Malak right_Mar2010.jpg,1211.jpg,376,230,True,182
right,,Sep2003,951_Creusa I right side_Sep2003.jpg,1212.jpg,491,332,False,-1
left,,Feb2009,15_4th Tuskless VI left side_Feb2009.jpg,1213.jpg,202,104,True,79
left,,Nov2010,251_Anatole left side_Nov2010.jpg,1214.jpg,137,40,True,27
right,,25Feb2016,5061_Ibrahim right head_25Feb2016.jpg,1215.jpg,395,247,True,196
right,,May2009,669_Britt I right_May2009.jpg,1216.jpg,460,303,True,246
left,,12Jan2015,3999_Talia I left head_12Jan2015.jpg,1219.jpg,201,103,True,78
left,,19Jan2015,2246_Kimball left_19Jan2015.jpg,1220.jpg,156,59,True,42
right,,Nov2010,579_BHE II rightside_Nov2010.jpg,1224.jpg,399,251,True,200
left,,Feb2010,373_Ariel II left side_Feb2010.jpg,1225.jpg,181,83,True,62
right,,Dec2008,2779_Matoma I right head_Dec2008.jpg,1226.jpg,516,351,False,-1
left,,Sep2004,2353_Latona I left 2_Sep2004.jpg,1227.jpg,194,94,True,71
left,,Jan2004,3470_Pom left_Jan2004.jpg,1228.jpg,97,419,True,335
left,,12Feb2015,134_Alicia I left side_12Feb2015.jpg,1229.jpg,239,134,True,106
right,,Nov2010,2655_Malcolm rightside_Nov2010.jpg,1230.jpg,392,244,True,194
right,,Dec2006,2681_Maren right side_Dec2006.jpg,1231.jpg,434,279,False,-1
right,,7Mar2015,5998_Agave VII right side_7Mar2015.jpg,1232.jpg,530,365,False,-1
right,,Jan2010,2764_Masha I right side_Jan2010.jpg,1234.jpg,510,348,False,-1
left,,Apr2009,4109_Tibbie I left_Apr2009.jpg,1238.jpg,32,191,True,147
right,,Feb2011,579_BHE II right side_Feb2011.jpg,1239.jpg,399,251,True,200
left,,14Nov2014,2367_Laverne I left side_14Nov2014.jpg,1240.jpg,18,81,True,60
left,,Aug2005,1469_Gabin left_Aug2005.jpg,1242.jpg,141,45,True,30
left,,Oct2010,1613_Grover 2 left_Oct2010.jpg,1245.jpg,92,414,False,-1
left,,Apr2011,1578_Gonya VI leftside_Apr2011.jpg,1246.jpg,80,405,True,326
left,,19Jan2016,992_Cybele I left side_19Jan2016.jpg,1247.jpg,185,86,True,64
left,,May2009,770_Caught I left side_May2009.jpg,1248.jpg,179,80,True,59
right,,May2010,1186_Echo I rightside_May2010.jpg,1249.jpg,304,182,False,-1
left,,2Feb2015,1867_Ishmael left side_2Feb2015.jpg,1250.jpg,98,420,False,-1
left,,Jan2009,2353_Latona I left side_Jan2009.jpg,1251.jpg,194,94,True,71
left,,Dec2010,3329_Paloma I leftside_Dec2010.jpg,1252.jpg,262,151,False,-1
left,,24Aug2015,314_Anise III left side_24Aug2015.jpg,1253.jpg,44,283,True,230
left,,Apr2004,145_Alika I left 2_Apr2004.jpg,1254.jpg,221,122,True,96
right,head,Dec2010,1890_Jackson righthead_Dec2010.jpg,1255.jpg,390,242,True,192
left,,9Jan2015,2281_Koffi left side_9Jan2015.jpg,1256.jpg,91,413,True,331
right,,Sep2004,2353_Latona I right_Sep2004.jpg,1257.jpg,470,313,False,-1
right,,16Jul15,15_4th Tuskless VI right head_16Jul15.jpg,1259.jpg,478,320,True,262
right,,Oct2010,2844_Medina IIb right side_Oct2010.jpg,1260.jpg,456,299,True,242
right,,6July2016,1123_Dorcas I right side_6July2016.jpg,1261.jpg,448,291,True,236
left,,Nov2010,28_Aaron left side_Nov2010.jpg,1262.jpg,161,64,True,46
right,,Mar2003,3427_Phyllis I right 2_Mar2003.jpg,1263.jpg,450,294,True,238
left,,Jan2004,1867_Ishmael left musth_Jan2004.jpg,1264.jpg,98,420,False,-1
right,,Dec2006,3483_Primrose I right side_Dec2006.jpg,1265.jpg,487,328,True,268
left,,23Dec2014,3470_Pom left side_23Dec2014.jpg,1266.jpg,97,419,True,335
right,,May2010,3427_Phyllis I rightside_May2010.jpg,1267.jpg,450,294,True,238
right,,26June2016,3747_Sappho III right head_26June2016.jpg,1268.jpg,287,166,False,-1
left,,Apr2009,4030_Taylor left_Apr2009.jpg,1271.jpg,207,108,True,83
right,,Sep2004,669_Britt I right_Sep2004.jpg,1272.jpg,460,303,True,246
left,,19Jan2015,2246_Kimball left side_19Jan2015.jpg,1273.jpg,156,59,True,42
left,,May2004,1775_Hortense II left_May2004.jpg,1274.jpg,195,95,True,72
left,,Dec2010,638_Bouba I leftside_Dec2010.jpg,1275.jpg,196,96,False,-1
right,,Sep2007,1146_Dourou right_Sep2007.jpg,1276.jpg,405,257,True,206
left,,Jan2011,5778_Jamie leftside_Jan2011.jpg,1277.jpg,135,38,True,25
right,,30Dec2014,2944_Miles right_30Dec2014.jpg,1278.jpg,408,259,True,208
right,,Dec2011,3409_Petronella I right side_Dec2011.jpg,1279.jpg,445,288,True,233
left,,Sep2010,1890_Jackson left side_Sep2010.jpg,1280.jpg,114,16,True,11
right,,Dec2009,1867_Ishmael right side_Dec2009.jpg,1281.jpg,374,228,True,180
right,,Apr2003,15_4th Tuskless VI right side_Apr2003.jpg,1282.jpg,478,320,True,262
right,,Oct2004,348_April II right_Oct2004.jpg,1283.jpg,307,184,True,141
left,,20Jan2015,1411_Finean left head_20Jan2015.jpg,1284.jpg,115,17,True,12
left,,Dec2006,3886_Sourou left head_Dec2006.jpg,1285.jpg,45,293,False,-1
right,,16June2016,3747_Sappho III right_16June2016.jpg,1286.jpg,287,166,False,-1
left,,Jun2008,1051_Delta I left side_Jun2008.jpg,1288.jpg,197,97,False,-1
left,,Dec2010,2585_Luther left_Dec2010.jpg,1290.jpg,111,14,False,-1
right,,Feb2008,923_Conrad right side_Feb2008.jpg,1291.jpg,415,266,True,215
right,,17Apr2016,520_Bede right side_17Apr2016.jpg,1293.jpg,442,285,True,231
right,,Jul2008,1075_Diana II right side_Jul2008.jpg,1294.jpg,446,289,True,234
right,,17pr2016,520_Bede right head_17pr2016.jpg,1296.jpg,442,285,True,231
right,,20Feb2016,1017_Dana I right side_20Feb2016.jpg,1297.jpg,290,170,True,133
right,,Nov2008,3756_Sasha I right head_Nov2008.jpg,1298.jpg,327,195,True,150
right,,,4109_Tibbie I right head.jpg,1301.jpg,308,185,False,-1
left,,24Oct2015,3428_Phyllis II left side_24Oct2015.jpg,1303.jpg,220,121,True,95
right,,20Aug2015,3366_Pelagia's Mom right side_20Aug2015.jpg,1305.jpg,358,213,True,166
right,,14Apr2016,5998_Agave VII right side_14Apr2016.jpg,1307.jpg,530,365,False,-1
left,,Dec2004,1214_Eldridge left_Dec2004.jpg,1308.jpg,93,415,True,332
left,,May2009,3410_Phaedra I left side_May2009.jpg,1309.jpg,198,98,True,73
right,,Oct2002,1123_Dorcas I right_Oct2002.jpg,1310.jpg,448,291,True,236
left,,21Dec2014,1233_Elodie I left side_21Dec2014.jpg,1312.jpg,5,339,False,-1
left,,May2003,435_Aurora II left_May2003.jpg,1313.jpg,210,112,True,87
left,,Feb2011,3012_Mokoko leftside_Feb2011.jpg,1314.jpg,89,410,False,-1
right,,19Oct2016,1211_Corrado right side_19Oct2016.jpg,1315.jpg,402,254,True,203
left,,Nov2010,2674_Maralla I leftside_Nov2010.jpg,1316.jpg,66,392,False,-1
right,,15Jan2015,1319_Etta III right head_15Jan2015.jpg,1317.jpg,276,160,True,127
right,,Feb2011,373_Ariel II rightside_Feb2011.jpg,1318.jpg,457,300,True,243
left,,Oct2004,373_Ariel II left_Oct2004.jpg,1319.jpg,181,83,True,62
left,,Nov2010,1436_Franco leftside_Nov2010.jpg,1320.jpg,90,412,True,330
left,,Oct2010,843_Chloe II left head_Oct2010.jpg,1321.jpg,190,91,True,68
right,head,Apr2011,3410_Phaedra I righthead_Apr2011.jpg,1322.jpg,474,316,True,258
right,head,Feb2011,736_Carissa I righthead_Feb2011.jpg,1323.jpg,453,297,True,241
left,,5Apr2016,42_Adar left head_5Apr2016.jpg,1324.jpg,122,25,False,-1
right,,Dec2004,1469_Gabin right_Dec2004.jpg,1325.jpg,417,268,True,217
left,,20Jan2015,4083_Thekla I left head_20Jan2015.jpg,1326.jpg,81,406,False,-1
right,,10Sep2015,3766_Sasha IV right_10Sep2015.jpg,1327.jpg,396,248,True,197
right,,Dec2004,3248_Ofra I right side_Dec2004.jpg,1328.jpg,537,370,True,296
left,,Oct2010,843_Chloe II left_Oct2010.jpg,1329.jpg,190,91,True,68
left,,19June2016,3428_Phyllis II left head_19June2016.jpg,1330.jpg,220,121,True,95
left,,Jul2009,2655_Malcolm left side_Jul2009.jpg,1331.jpg,116,18,True,13
right,,Apr2004,2125_Kamra I right_Apr2004.jpg,1332.jpg,305,183,True,140
right,,8Aug2016,42_Adar right side_8Aug2016.jpg,1333.jpg,398,250,True,199
left,,Sep2009,101_Ailanthie I left_Sep2009.jpg,1334.jpg,237,132,True,104
left,,May2010,1248_Emma I leftside_May2010.jpg,1335.jpg,70,397,True,319
left,,14Mar2015,5137_Munshi left head_14Mar2015.jpg,1336.jpg,160,63,True,45
left,,7Feb2015,1888_Jackie II left head_7Feb2015.jpg,1337.jpg,109,11,True,9
left,,Jul2006,3337_Pandora I left side_Jul2006.jpg,1338.jpg,78,402,True,324
right,,18Jul2015,3756_Sasha I right_18Jul2015.jpg,1339.jpg,327,195,True,150
right,head,Dec2010,1997_Joel righthead_Dec2010.jpg,1340.jpg,377,231,False,-1
left,,May2010,4030_Taylor leftside_May2010.jpg,1342.jpg,207,108,True,83
left,,12Sep2015,160_Halifa II left side_12Sep2015.jpg,1343.jpg,173,74,True,55
left,,3Feb2016,569_Bette II left head_3Feb2016.jpg,1344.jpg,48,321,True,263
right,,25Feb2015,619_Bona I right side_25Feb2015.jpg,1345.jpg,531,366,False,-1
right,,Nov2010,2585_Luther rightside_Nov2010.jpg,1346.jpg,387,239,True,189
right,,Dec2008,1469_Gabin right side_Dec2008.jpg,1347.jpg,417,268,True,217
left,,Apr2004,3483_Primrose left 1_Apr2004.jpg,1348.jpg,211,113,True,88
left,,25Jan2016,3439_Pia II left side_25Jan2016.jpg,1349.jpg,65,391,False,-1
right,,Apr2009,1576_Gonya IV right_Apr2009.jpg,1351.jpg,339,203,True,156
right,,Sep2003,134_Alicia I right_Sep2003.jpg,1352.jpg,515,350,False,-1
right,,8Feb2016,35_Malak 2 right side_8Feb2016.jpg,1353.jpg,376,230,True,182
right,,Aug2003,2602_Maddy I right_Aug2003.jpg,1355.jpg,444,287,False,-1
right,,Jan2011,1888_Jackie II right_Jan2011.jpg,1356.jpg,385,237,True,187
left,,,1638_Gustava I left side.jpg,1357.jpg,52,355,True,285
right,,Jan2011,1076_Diana II(II) right side_Jan2011.jpg,1360.jpg,521,356,True,286
right,,Mar2010,2164_Kepler right_Mar2010.jpg,1361.jpg,433,278,True,226
left,,22Dec2014,923_Conrad left side_22Dec2014.jpg,1362.jpg,139,42,False,-1
left,,7Jan2015,276_Basil left side_7Jan2015.jpg,1363.jpg,95,417,True,334
right,,Nov2010,2585_Luther right_Nov2010.jpg,1364.jpg,387,239,True,189
right,,Oct2004,1439_Freda I right_Oct2004.jpg,1365.jpg,518,353,True,283
right,,8Feb2016,35_Malak right side_8Feb2016.jpg,1366.jpg,376,230,True,182
left,,Nov2003,4249_Vicky III left_Nov2003.jpg,1367.jpg,57,384,True,308
right,,15Dec2014,637_Bottom right side_15Dec2014.jpg,1368.jpg,372,226,True,178
right,,Jan2010,3134_Nath right side_Jan2010.jpg,1369.jpg,381,233,True,183
left,,19Oct2016,5061_Ibrahim left side_19Oct2016.jpg,1370.jpg,119,21,True,16
left,,6Apr2016,2125_Kamra I left side_6Apr2016.jpg,1371.jpg,29,169,False,-1
left,,16June2016,3747_Sappho III left_16June2016.jpg,1372.jpg,11,12,True,10
left,,Jan2008,1469_Gabin left head_Jan2008.jpg,1373.jpg,141,45,True,30
left,,29Jan2015,3898_STE I left side_29Jan2015.jpg,1374.jpg,200,102,True,77
left,,May2008,568_Bette I left head_May2008.jpg,1375.jpg,27,156,False,-1
right,,Jan2011,567_Beta III rightside_Jan2011.jpg,1376.jpg,544,377,True,302
left,,Jun2008,3507_Purdy II left side_Jun2008.jpg,1377.jpg,140,44,False,-1
left,,6Jan2015,2350_Larina I left_6Jan2015.jpg,1378.jpg,26,150,True,120
right,,15Oct2015,3428_Phyllis II right_15Oct2015.jpg,1380.jpg,496,336,True,275
left,,Sep2005,5061_Ibrahim left side_Sep2005.jpg,1381.jpg,119,21,True,16
right,,14Aug2015,459_Azora I right side_14Aug2015.jpg,1382.jpg,284,165,True,131
right,,12Aug2015,3817_Sheena III right side_12Aug2015.jpg,1383.jpg,539,372,True,298
left,,5Aug2015,1890_Jackson left side_5Aug2015.jpg,1384.jpg,114,16,True,11
left,,May2011,569_Bette II left head_May2011.jpg,1385.jpg,48,321,True,263
left,,Dec2006,2681_Maren left_Dec2006.jpg,1386.jpg,158,61,True,44
left,,26Jul2015,1074_Diana I left side_26Jul2015.jpg,1387.jpg,266,154,False,-1
left,,20Jul2015,565_Beta I left head_20Jul2015.jpg,1388.jpg,209,110,True,85
right,,10Sep2015,3766_Sasha IV right side_10Sep2015.jpg,1389.jpg,396,248,True,197
left,,10Mar2016,1086_Diana VII left side_10Mar2016.jpg,1392.jpg,274,158,True,125
right,,17Apr2015,4729_Engracia I right_17Apr2015.jpg,1393.jpg,345,207,True,160
right,,Apr2011,2125_Kamra I right_Apr2011.jpg,1394.jpg,305,183,True,140
right,,Nov2010,2498_Lisandra I rightside_Nov2010.jpg,1395.jpg,469,311,True,254
right,,22Feb2016,1076_Diana II(II) right head_22Feb2016.jpg,1396.jpg,521,356,True,286
left,,Oct2003,429_Augustine  I left_Oct2003.jpg,1397.jpg,252,143,True,113
left,,,2602_Maddy I left head 2.jpg,1399.jpg,168,70,True,51
left,,Oct2010,2602_Maddy I left_Oct2010.jpg,1400.jpg,168,70,True,51
left,,Aug2009,3061_Morton 2 left side_Aug2009.jpg,1401.jpg,125,28,False,-1
right,,Apr2011,1450_Freddy right_Apr2011.jpg,1403.jpg,430,277,True,225
right,,May2010,4169_Twyla I right_May2010.jpg,1404.jpg,447,290,True,235
left,,Sep2004,3637_Ridley 1 left_Sep2004.jpg,1405.jpg,127,30,True,21
right,,Jan2009,3483_Primrose I right side_Jan2009.jpg,1406.jpg,487,328,True,268
left,,2Aug2016,2281_Koffi left head_2Aug2016.jpg,1407.jpg,91,413,True,331
right,,14Jul2016,1084_Diana V right side_14Jul2016.jpg,1408.jpg,468,310,True,253
right,,Jul2009,2655_Malcolm right_Jul2009.jpg,1409.jpg,392,244,True,194
left,,May2003,3550_Raisa I left_May2003.jpg,1410.jpg,42,270,True,218
right,,Jan2004,1613_Grover right_Jan2004.jpg,1412.jpg,368,221,True,174
right,,18Dec2014,2353_Latona I right head_18Dec2014.jpg,1413.jpg,470,313,False,-1
left,,6Mar2016,842_Chloe I left side_6Mar2016.jpg,1414.jpg,243,138,True,109
left,,8Apr2016,1673_Halo I left_8Apr2016.jpg,1415.jpg,167,69,False,-1
left,,Feb2010,269_Anemone III left_Feb2010.jpg,1416.jpg,251,142,False,-1
left,,Oct2008,2353_Latona I left_Oct2008.jpg,1417.jpg,194,94,True,71
left,,20Jul2015,281_Anemone IV left side_20Jul2015.jpg,1419.jpg,228,127,False,-1
right,,Jan2008,1123_Dorcas I right side_Jan2008.jpg,1420.jpg,448,291,True,236
left,,Jan2011,1775_Hortense II leftside_Jan2011.jpg,1421.jpg,195,95,True,72
left,,10Sep2015,1659_Habiba V left head_10Sep2015.jpg,1422.jpg,35,211,True,164
right,,14Nov2014,2602_Maddy I right head_14Nov2014.jpg,1423.jpg,444,287,False,-1
left,,Oct2009,2578_Luna I left side_Oct2009.jpg,1425.jpg,176,77,False,-1
right,,Oct2002,1997_Joel right_Oct2002.jpg,1426.jpg,377,231,False,-1
right,,Feb2010,1152_Dryope I right side_Feb2010.jpg,1427.jpg,541,375,True,300
right,,Nov2008,3061_Morton right side_Nov2008.jpg,1428.jpg,401,253,True,202
right,,Aug2004,842_Chloe I right_Aug2004.jpg,1430.jpg,519,354,True,284
left,,Dec2004,647_Boz left 2_Dec2004.jpg,1432.jpg,99,421,True,336
right,,1July2016,565_Beta I right head_1July2016.jpg,1433.jpg,485,326,True,267
left,,Sep2009,2353_Latona I left_Sep2009.jpg,1434.jpg,194,94,True,71
left,,Apr2011,1319_Etta III left side_Apr2011.jpg,1435.jpg,0,0,True,0
right,,Jun2008,1876_Ita I right_Jun2008.jpg,1436.jpg,464,307,True,250
left,,Nov2010,3470_Pom leftside_Nov2010.jpg,1437.jpg,97,419,True,335
left,,18Dec2014,923_Conrad left side_18Dec2014.jpg,1438.jpg,139,42,False,-1
left,,Jul2006,2602_Maddy I left head_Jul2006.jpg,1439.jpg,168,70,True,51
right,,30Jul2015,977_Triple Bite right side_30Jul2015.jpg,1440.jpg,378,232,False,-1
right,,Jun2008,3507_Purdy II right side_Jun2008.jpg,1444.jpg,416,267,True,216
right,,10Jan2015,3134_Nath right  head_10Jan2015.jpg,1445.jpg,381,233,True,183
left,,23Apr2016,3252_Oko I left head_23Apr2016.jpg,1447.jpg,10,1,False,-1
right,,Nov2010,4729_Engracia I rightside_Nov2010.jpg,1448.jpg,345,207,True,160
right,,Feb2008,1223_Eli right ear_Feb2008.jpg,1449.jpg,424,274,True,222
right,,14Aug2015,1396_Fern right head_14Aug2015.jpg,1450.jpg,517,352,True,282
right,,6Apr2016,2125_Kamra I right side_6Apr2016.jpg,1451.jpg,305,183,True,140
left,,12Sep2015,160_Halifa II left head_12Sep2015.jpg,1452.jpg,173,74,True,55
left,,Dec2009,4048_Terra II left_Dec2009.jpg,1453.jpg,162,65,True,47
left,,16Jan2016,3883_Soukou IV left side_16Jan2016.jpg,1454.jpg,55,381,False,-1
left,,Jan2008,1613_Grover  left side_Jan2008.jpg,1455.jpg,92,414,False,-1
left,,Jan2010,386_Armstrong left side_Jan2010.jpg,1456.jpg,103,5,True,4
left,,Sep2004,3372_Penelope I left_Sep2004.jpg,1457.jpg,217,118,True,92
left,,Oct2010,2367_Laverne I left_Oct2010.jpg,1458.jpg,18,81,True,60
right,head,Feb2011,3012_Mokoko righthead_Feb2011.jpg,1459.jpg,365,218,True,171
right,,Apr2011,1127_Doris I right_Apr2011.jpg,1460.jpg,507,345,False,-1
right,,8Feb2016,842_Chloe I right head_8Feb2016.jpg,1461.jpg,519,354,True,284
left,,Sep2009,386_Armstrong left side_Sep2009.jpg,1462.jpg,103,5,True,4
left,,Jan2011,3372_Penelope I leftside_Jan2011.jpg,1463.jpg,217,118,True,92
left,,Apr2009,276_Basil left side_Apr2009.jpg,1465.jpg,95,417,True,334
left,,May2011,2246_Kimball leftside_May2011.jpg,1466.jpg,156,59,True,42
right,,23Oct2015,1248_Emma I right side_23Oct2015.jpg,1467.jpg,346,208,True,161
right,,Apr2003,3483_Primrose 2 right_Apr2003.jpg,1468.jpg,487,328,True,268
left,,20Jan2015,4083_Thekla I left side_20Jan2015.jpg,1469.jpg,81,406,False,-1
right,,6Mar2016,842_Chloe I right side_6Mar2016.jpg,1470.jpg,519,354,True,284
right,,30Dec2014,2578_Luna I right_30Dec2014.jpg,1471.jpg,452,296,True,240
left,,Dec2002,637_Bottom left 3_Dec2002.jpg,1472.jpg,96,418,False,-1
left,,Jun2008,183_Alvah II left side_Jun2008.jpg,1473.jpg,56,383,True,307
right,,14Jan2015,3883_Soukou IV right_14Jan2015.jpg,1474.jpg,331,198,True,153
right,,May2009,1229_Elma II right side_May2009.jpg,1475.jpg,393,245,True,195
right,,Jan2010,3134_Nath right head_Jan2010.jpg,1476.jpg,381,233,True,183
left,,14Aug2015,1396_Fern left head_14Aug2015.jpg,1477.jpg,241,137,True,108
right,,May2011,1673_Halo I rightside_May2011.jpg,1478.jpg,443,286,True,232
right,,13Jan2016,1234_Elodie II right side_13Jan2016.jpg,1480.jpg,349,210,True,163
right,,20Aug2015,3366_Pelagia's Mom right head_20Aug2015.jpg,1481.jpg,358,213,True,166
right,,14Apr2016,5998_Agave VII right head_14Apr2016.jpg,1482.jpg,530,365,False,-1
left,,May2008,568_Bette I left side_May2008.jpg,1483.jpg,27,156,False,-1
left,,10Sep2015,1659_Habiba V left side_10Sep2015.jpg,1484.jpg,35,211,True,164
left,,Jan2011,2655_Malcolm leftside_Jan2011.jpg,1485.jpg,116,18,True,13
left,,May2011,842_Chloe I leftside_May2011.jpg,1486.jpg,243,138,True,109
left,,7Nov2016,2276_Kishi I left head_7Nov2016.jpg,1487.jpg,47,312,True,255
right,,29Jan2015,1890_Jackson right side_29Jan2015.jpg,1488.jpg,390,242,True,192
right,,15Oct2016,5480_Inessa II right head_15Oct2016.jpg,1489.jpg,360,215,True,168
left,,May2011,1997_Joel leftside_May2011.jpg,1490.jpg,101,3,True,2
right,,Oct2004,1009_Cyrille I right_Oct2004.jpg,1491.jpg,458,301,True,244
right,,19Feb2015,4084_Thekla II right side_19Feb2015.jpg,1492.jpg,299,176,True,136
right,,20Aug2015,1002_Cynthia I right head_20Aug2015.jpg,1493.jpg,340,205,True,158
right,,May2009,4246_Vicky II right side_May2009.jpg,1494.jpg,500,341,False,-1
